X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.122889056393731,34.068973966653246,143649341,HSIP Freedom PropaneLocations,3860,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Rush Hour At Monterey,632 N Garfield Ave,,Monterey Park,CA,,,,,,,48903,,91754,http://egis3.lacounty.gov/lms/?p=48903,publish,34.068974,-118.122889,2010-11-01T19:50:56.000Z,,6524453.21081538,1847504.11104256
-118.134292056871558,34.065118967156948,143649342,HSIP Freedom PropaneLocations,3861,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 715,330 N Atlantic Blvd,,Monterey Park,CA,,,,,,,48904,,91754,http://egis3.lacounty.gov/lms/?p=48904,publish,34.065119,-118.134292,2010-11-01T19:50:56.000Z,,6520997.92277847,1846105.62171356
-118.431855056249191,34.043850966908316,143649343,HSIP Freedom PropaneLocations,3862,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Westwood Mobil,10863 W Olympic Blvd,,Los Angeles,CA,,,,,,,48905,,90064,http://egis3.lacounty.gov/lms/?p=48905,publish,34.043851,-118.431855,2010-11-01T19:50:56.000Z,,6430843.48497747,1838619.64849657
-118.184894056646527,34.033236967064994,143649344,HSIP Freedom PropaneLocations,3863,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Am/Pm Store Number 0788,3834 E Third St,,Los Angeles,CA,,,,,,,48906,,90063,http://egis3.lacounty.gov/lms/?p=48906,publish,34.033237,-118.184894,2010-11-01T19:50:56.000Z,,6505650.99940413,1834527.49165465
-118.173129056619629,34.060229966812607,143649345,HSIP Freedom PropaneLocations,3864,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,S&O Mobil,1600 N Eastern Ave,,Los Angeles,CA,,,,,,,48907,,90063,http://egis3.lacounty.gov/lms/?p=48907,publish,34.06023,-118.173129,2010-11-01T19:50:56.000Z,,6509232.48371097,1844344.40935673
-118.44864605635928,34.046465966915655,143649346,HSIP Freedom PropaneLocations,3865,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Sawtelle 76,11305 Santa Monica Blvd,,Los Angeles,CA,,,,,,,48908,,90025,http://egis3.lacounty.gov/lms/?p=48908,publish,34.046466,-118.448646,2010-11-01T19:50:56.000Z,,6425761.0732263,1839593.56748047
-118.423867056303479,34.057865966727725,143649347,HSIP Freedom PropaneLocations,3866,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Century City 76,10389 Santa Monica Blvd,,Los Angeles,CA,,,,,,,48909,,90025,http://egis3.lacounty.gov/lms/?p=48909,publish,34.057866,-118.423867,2010-11-01T19:50:56.000Z,,6433284.87510781,1843709.63405147
-118.43691105620934,34.049926966458337,143649348,HSIP Freedom PropaneLocations,3867,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Santa Monica Mobil,10857 Santa Monica Blvd,,Los Angeles,CA,,,,,,,48910,,90025,http://egis3.lacounty.gov/lms/?p=48910,publish,34.049927,-118.436911,2010-11-01T19:50:56.000Z,,6429321.43290347,1840837.42162006
-118.444592055943559,34.048054967075721,143649349,HSIP Freedom PropaneLocations,3868,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Speckman'S Mobil Mart,1660 S Sepulveda Boul,,West Los Angeles,CA,,,,,,,48911,,90025,http://egis3.lacounty.gov/lms/?p=48911,publish,34.048055,-118.444592,2010-11-01T19:50:56.000Z,,6426991.70954455,1840166.37342148
-118.460511055725377,34.04971996661596,143649350,HSIP Freedom PropaneLocations,3869,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Exxon Mobil Store Number 11472,11666 Wilshire Blvd,,Los Angeles,CA,,,,,,,48912,,90025,http://egis3.lacounty.gov/lms/?p=48912,publish,34.04972,-118.460511,2010-11-01T19:50:56.000Z,,6422172.23460346,1840794.0037279
-118.455000055491709,34.033487966886526,143649351,HSIP Freedom PropaneLocations,3870,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Orchard Supply Hardware Store Number 5666,2020 S Bundy Dr,,West Los Angeles,CA,,,,,,,48913,,90025,http://egis3.lacounty.gov/lms/?p=48913,publish,34.033488,-118.455,2010-11-01T19:50:56.000Z,,6423814.87764363,1834879.31837881
-118.444904055424388,34.020214966550292,143649352,HSIP Freedom PropaneLocations,3871,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Delek Enterprises Inc - 76,2876 Bundy Dr,,Los Angeles,CA,,,,,,,48914,,90064,http://egis3.lacounty.gov/lms/?p=48914,publish,34.020215,-118.444904,2010-11-01T19:50:56.000Z,,6426852.35418022,1830035.3638279
-118.44521905630161,34.031887967099671,143649353,HSIP Freedom PropaneLocations,3872,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Rio Petroleum Inc,11675 W Pico Blvd,,Los Angeles,CA,,,,,,,48915,,90064,http://egis3.lacounty.gov/lms/?p=48915,publish,34.031888,-118.445219,2010-11-01T19:50:56.000Z,,6426775.71653822,1834283.78249639
-118.430937055759955,34.026415967136053,143649354,HSIP Freedom PropaneLocations,3873,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Sinaco Oil Corp,11280 National Blvd,,Los Angeles,CA,,,,,,,48916,,90064,http://egis3.lacounty.gov/lms/?p=48916,publish,34.026416,-118.430937,2010-11-01T19:50:56.000Z,,6431094.38211347,1832273.57227798
-118.448407055446751,34.033978966826453,143649355,HSIP Freedom PropaneLocations,3874,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 210,11727 Olympic Blvd,,Los Angeles,CA,,,,,,,48917,,90064,http://egis3.lacounty.gov/lms/?p=48917,publish,34.033979,-118.448407,2010-11-01T19:50:56.000Z,,6425813.20205906,1835049.02473231
-118.43274105591118,34.025638967210298,143649356,HSIP Freedom PropaneLocations,3875,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 709,11361 National Blvd,,Los Angeles,CA,,,,,,,48918,,90064,http://egis3.lacounty.gov/lms/?p=48918,publish,34.025639,-118.432741,2010-11-01T19:50:56.000Z,,6430546.54757921,1831993.15748447
-118.363865056394516,34.058222966810455,143649357,HSIP Freedom PropaneLocations,3876,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Caloil Store Number 1 Shell,6101 W Olympic Ave,,Los Angeles,CA,,,,,,,48919,,90048,http://egis3.lacounty.gov/lms/?p=48919,publish,34.058223,-118.363865,2010-11-01T19:50:56.000Z,,6451459.31874572,1843768.33997081
-118.376145055599466,34.076074966995051,143649358,HSIP Freedom PropaneLocations,3877,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Beverly Center Mobil,8489 Beverly Blvd,,Los Angeles,CA,,,,,,,48920,,90048,http://egis3.lacounty.gov/lms/?p=48920,publish,34.076075,-118.376145,2010-11-01T19:50:56.000Z,,6447764.15979747,1850278.67143831
-118.262930056506548,34.146806967155122,143649359,HSIP Freedom PropaneLocations,3878,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Glendale Chevron,466 W Broadway,,Glendale,CA,,,,,,,48921,,91204,http://egis3.lacounty.gov/lms/?p=48921,publish,34.146807,-118.26293,2010-11-01T19:50:56.000Z,,6482115.74529363,1875910.28946631
-118.257773056261897,34.129471966842729,143649360,HSIP Freedom PropaneLocations,3879,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Robert'S Auto Service Of Glendale,1324 S Central Ave,,Glendale,CA,,,,,,,48922,,91204,http://egis3.lacounty.gov/lms/?p=48922,publish,34.129472,-118.257773,2010-11-01T19:50:56.000Z,,6483659.91477747,1869597.74402057
-118.198587056591464,33.971474967292991,143649361,HSIP Freedom PropaneLocations,3880,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Arco Store Number 9507,3831 Florence Ave,,Bell,CA,,,,,,,48923,,90201,http://egis3.lacounty.gov/lms/?p=48923,publish,33.971475,-118.198587,2010-11-01T19:50:56.000Z,,6501457.88410272,1812058.99295656
-118.187633056014278,33.974379967342955,143649362,HSIP Freedom PropaneLocations,3881,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Northgate Market Store Number 10,6801 S Atlantic Ave,,Bell,CA,,,,,,,48924,,90201,http://egis3.lacounty.gov/lms/?p=48924,publish,33.97438,-118.187633,2010-11-01T19:50:56.000Z,,6504781.15435906,1813109.80155048
-118.160175056553371,33.886428966972652,143649363,HSIP Freedom PropaneLocations,3882,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Northgate Market Store Number 17,16259 Paramount Blvd,,Paramount,CA,,,,,,,48925,,90723,http://egis3.lacounty.gov/lms/?p=48925,publish,33.886429,-118.160175,2010-11-01T19:50:56.000Z,,6513055.24148539,1781088.09754939
-118.184861056027543,33.958274967418788,143649364,HSIP Freedom PropaneLocations,3883,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Praxair Store Number 235,8300 S Atlantic Ave,,Cudahy,CA,,,,,,,48926,,90201,http://egis3.lacounty.gov/lms/?p=48926,publish,33.958275,-118.184861,2010-11-01T19:50:56.000Z,,6505610.82822464,1807247.30080831
-118.215751057008305,34.136315967189446,143649365,HSIP Freedom PropaneLocations,3884,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Eagle Rock Lumber & Hardware,2223 Fair Park Ave,,Eagle Rock,CA,,,,,,,48927,,90041,http://egis3.lacounty.gov/lms/?p=48927,publish,34.136316,-118.215751,2010-11-01T19:50:56.000Z,,6496382.4496998,1872058.44185506
-118.216369056341151,34.131714966560466,143649366,HSIP Freedom PropaneLocations,3885,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Rubens Union 76,4755 Eagle Rock Blvd,,Los Angeles,CA,,,,,,,48928,,90041,http://egis3.lacounty.gov/lms/?p=48928,publish,34.131715,-118.216369,2010-11-01T19:50:56.000Z,,6496191.83459547,1870384.45898256
-118.198968056688258,34.119901966850712,143649367,HSIP Freedom PropaneLocations,3886,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Shell - Five Star,5404 York Blvd,,Los Angeles,CA,,,,,,,48929,,90042,http://egis3.lacounty.gov/lms/?p=48929,publish,34.119902,-118.198968,2010-11-01T19:50:56.000Z,,6501449.28142963,1866074.61950514
-118.243410057007296,34.153821966480194,143649368,HSIP Freedom PropaneLocations,3887,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Virgil'S Hardware Home Center,520 N Glendale Ave,,Glendale,CA,,,,,,,48930,,91206,http://egis3.lacounty.gov/lms/?p=48930,publish,34.153822,-118.24341,2010-11-01T19:50:56.000Z,,6488028.07041122,1878448.29292047
-118.232296056554532,34.165016967004384,143649369,HSIP Freedom PropaneLocations,3888,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Roger'S Service Center,1297 N Verdugo Rd,,Glendale,CA,,,,,,,48931,,91206,http://egis3.lacounty.gov/lms/?p=48931,publish,34.165017,-118.232296,2010-11-01T19:50:56.000Z,,6491399.95441547,1882514.39010322
-118.233249056074882,34.142730966464264,143649370,HSIP Freedom PropaneLocations,3889,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 60- Colorado,1416 E Colorado,,Glendale,CA,,,,,,,48932,,91205,http://egis3.lacounty.gov/lms/?p=48932,publish,34.142731,-118.233249,2010-11-01T19:50:56.000Z,,6491092.84971473,1874404.79739857
-118.148733057169281,34.135749966829259,143649371,HSIP Freedom PropaneLocations,3890,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,San Marino Pool & Patio,100 E California,,Pasadena,CA,,,,,,,48933,,91105,http://egis3.lacounty.gov/lms/?p=48933,publish,34.13575,-118.148733,2010-11-01T19:50:56.000Z,,6516662.27823456,1871815.69627756
-118.146664056599079,34.127560966949446,143649372,HSIP Freedom PropaneLocations,3891,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Arroyo Parkway 76,155 E Glenarm St,,Pasadena,CA,,,,,,,48934,,91105,http://egis3.lacounty.gov/lms/?p=48934,publish,34.127561,-118.146664,2010-11-01T19:50:56.000Z,,6517284.02928764,1868834.65171473
-118.117690056634586,34.169067967201883,143649373,HSIP Freedom PropaneLocations,3892,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Martin'S Service,1600 Washington Blvd,,Pasadena,CA,,,,,,,48935,,91104,http://egis3.lacounty.gov/lms/?p=48935,publish,34.169068,-118.11769,2010-11-01T19:50:56.000Z,,6526070.38244981,1883928.26752481
-118.370183055914907,33.957213967201106,143649374,HSIP Freedom PropaneLocations,3893,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 6855,8801 S La Cienega Blv,,Inglewood,CA,,,,,,,48936,,90301,http://egis3.lacounty.gov/lms/?p=48936,publish,33.957214,-118.370183,2010-11-01T19:50:56.000Z,,6449410.29495664,1807016.34293689
-118.353391055668069,33.966201966955687,143649375,HSIP Freedom PropaneLocations,3894,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Walgreens Store Number 6413,230 N La Brea,,Inglewood,CA,,,,,,,48937,,90301,http://egis3.lacounty.gov/lms/?p=48937,publish,33.966202,-118.353391,2010-11-01T19:50:56.000Z,,6454514.03967039,1810268.92074931
-118.338464055941245,33.930933966675745,143649376,HSIP Freedom PropaneLocations,3895,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Gas Of America,3760 W Imperial Hwy,,Inglewood,CA,,,,,,,48938,,90303,http://egis3.lacounty.gov/lms/?p=48938,publish,33.930934,-118.338464,2010-11-01T19:50:56.000Z,,6458997.01528446,1797418.62066256
-118.331518055699064,33.945540966982421,143649377,HSIP Freedom PropaneLocations,3896,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 1010 W,3363 Century Blvd,,Inglewood,CA,,,,,,,48939,,90303,http://egis3.lacounty.gov/lms/?p=48939,publish,33.945541,-118.331518,2010-11-01T19:50:56.000Z,,6461121.61405364,1802727.38071431
-118.325598055902972,33.945438966963415,143649378,HSIP Freedom PropaneLocations,3897,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Exxon Mobil Store Number 11488,3016 W Century Blvd,,Inglewood,CA,,,,,,,48940,,90303,http://egis3.lacounty.gov/lms/?p=48940,publish,33.945439,-118.325598,2010-11-01T19:50:56.000Z,,6462917.01105338,1802684.39195514
-118.309064055895348,34.047091966865715,143649379,HSIP Freedom PropaneLocations,3898,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Shell - Pico,1303 S Western Ave,,Los Angeles,CA,,,,,,,48941,,90006,http://egis3.lacounty.gov/lms/?p=48941,publish,34.047092,-118.309064,2010-11-01T19:50:56.000Z,,6468045.4729093,1839662.01124123
-118.382683055870274,33.959793967173539,143649380,HSIP Freedom PropaneLocations,3899,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Texaco Westchester,5800 W Manchester Ave,,Los Angeles,CA,,,,,,,48942,,90045,http://egis3.lacounty.gov/lms/?p=48942,publish,33.959794,-118.382683,2010-11-01T19:50:56.000Z,,6445623.19360697,1807969.44962648
-118.421518055854207,33.962674967339737,143649381,HSIP Freedom PropaneLocations,3900,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Playa Vista 76,8300 Lincoln Blvd,,Westchester,CA,,,,,,,48943,,90045,http://egis3.lacounty.gov/lms/?p=48943,publish,33.962675,-118.421518,2010-11-01T19:50:56.000Z,,6433851.09280738,1809065.00780281
-118.386942055559388,33.977330966526843,143649382,HSIP Freedom PropaneLocations,3901,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Centinela Chevron,5975 Centinela Ave,,Los Angeles,CA,,,,,,,48944,,90045,http://egis3.lacounty.gov/lms/?p=48944,publish,33.977331,-118.386942,2010-11-01T19:50:56.000Z,,6444356.24240072,1814356.43422781
-118.391340055801123,33.959965966664058,143649383,HSIP Freedom PropaneLocations,3902,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Manchester Chevron,6101 W Manchester,,Los Angeles,CA,,,,,,,48945,,90045,http://egis3.lacounty.gov/lms/?p=48945,publish,33.959966,-118.39134,2010-11-01T19:50:56.000Z,,6442998.24872564,1808042.15092464
-118.380995055481975,33.901985967213776,143649384,HSIP Freedom PropaneLocations,3903,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Romono'S Macaroni Grill,2321 Rosecrans Ave,,El Segundo,CA,,,,,,,48946,,90245,http://egis3.lacounty.gov/lms/?p=48946,publish,33.901986,-118.380995,2010-11-01T19:50:56.000Z,,6446055.33185031,1786930.0304193
-118.414664056226812,33.91941396706887,143649385,HSIP Freedom PropaneLocations,3904,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Hwi - South Bay Industrial Store Number 2061,203 E Grand Ave,,El Segundo,CA,,,,,,,48947,,90245,http://egis3.lacounty.gov/lms/?p=48947,publish,33.919414,-118.414664,2010-11-01T19:50:56.000Z,,6435864.51069656,1793312.86378223
-118.36158705657752,34.098079966598903,143649386,HSIP Freedom PropaneLocations,3905,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Sun-Fax Arco,7901 Sunset Blvd,,Los Angeles,CA,,,,,,,48948,,90046,http://egis3.lacounty.gov/lms/?p=48948,publish,34.09808,-118.361587,2010-11-01T19:50:56.000Z,,6452201.47539788,1858270.47730505
-118.208255056183418,34.139377966518325,143649387,HSIP Freedom PropaneLocations,3906,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Valero Gas Arsco Fuel,1871 Colorado Blvd,,Eagle Rock,CA,,,,,,,48949,,90041,http://egis3.lacounty.gov/lms/?p=48949,publish,34.139378,-118.208255,2010-11-01T19:50:56.000Z,,6498653.10132647,1873167.97310056
-118.317967056547488,33.885685967264138,143649388,HSIP Freedom PropaneLocations,3907,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 111- Gardena,2201 Redondo Beach Blvd,,Gardena,CA,,,,,,,48950,,90247,http://egis3.lacounty.gov/lms/?p=48950,publish,33.885686,-118.317967,2010-11-01T19:50:56.000Z,,6465162.68569589,1780931.60770489
-118.299458056587824,33.891609967330602,143649389,HSIP Freedom PropaneLocations,3908,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Walgreens Store Number 7175,1344 W Redondo Beach,,Gardena,CA,,,,,,,48951,,90247,http://egis3.lacounty.gov/lms/?p=48951,publish,33.89161,-118.299458,2010-11-01T19:50:56.000Z,,6470786.84406698,1783070.2294119
-118.29105305655483,33.872906966748012,143649390,HSIP Freedom PropaneLocations,3909,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Am/Pm Store Number 5964,1001 W Artesia Blvd,,Gardena,CA,,,,,,,48952,,90248,http://egis3.lacounty.gov/lms/?p=48952,publish,33.872907,-118.291053,2010-11-01T19:50:56.000Z,,6473317.98959522,1776256.29422089
-118.287301056166982,33.86887196758947,143649391,HSIP Freedom PropaneLocations,3910,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 611 W,740 182Nd St,,Gardena,CA,,,,,,,48953,,90248,http://egis3.lacounty.gov/lms/?p=48953,publish,33.868872,-118.287301,2010-11-01T19:50:56.000Z,,6474452.75044905,1774784.58883098
-118.430323055573467,34.003799966926152,143649392,HSIP Freedom PropaneLocations,3911,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Terry Lumber,3860 Grand View Blvd,,Mar Vista,CA,,,,,,,48954,,90066,http://egis3.lacounty.gov/lms/?p=48954,publish,34.0038,-118.430323,2010-11-01T19:50:56.000Z,,6431245.19119506,1824042.43191615
-118.423365055866228,33.975203966727243,143649393,HSIP Freedom PropaneLocations,3912,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 6611 W,12975 W Jefferson Boul,,Los Angeles,CA,,,,,,,48955,,90066,http://egis3.lacounty.gov/lms/?p=48955,publish,33.975204,-118.423365,2010-11-01T19:50:56.000Z,,6433310.22413847,1813626.8907394
-118.431525055966858,34.00459396673601,143649394,HSIP Freedom PropaneLocations,3913,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Dick'S True Value Hardware,12216 Venice Blvd,,Mar Vista,CA,,,,,,,48956,,90066,http://egis3.lacounty.gov/lms/?p=48956,publish,34.004594,-118.431525,2010-11-01T19:50:56.000Z,,6430882.12367973,1824332.94380231
-118.442828055839669,33.984613967066863,143649395,HSIP Freedom PropaneLocations,3914,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 280,4311 Lincoln Blvd,,Marina Del Rey,CA,,,,,,,48957,,90292,http://egis3.lacounty.gov/lms/?p=48957,publish,33.984614,-118.442828,2010-11-01T19:50:56.000Z,,6427424.35762939,1817076.77950889
-118.487800056099218,34.00921596655386,143649396,HSIP Freedom PropaneLocations,3915,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Am/Pm Store Number 5124,332 Pico Blvd,,Santa Monica,CA,,,,,,,48958,,90405,http://egis3.lacounty.gov/lms/?p=48958,publish,34.009216,-118.4878,2010-11-01T19:50:56.000Z,,6413834.37562305,1826092.95996732
-118.481111056187245,34.010738966763114,143649397,HSIP Freedom PropaneLocations,3916,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Lincoln 76,2120 Lincoln Blvd,,Santa Monica,CA,,,,,,,48959,,90405,http://egis3.lacounty.gov/lms/?p=48959,publish,34.010739,-118.481111,2010-11-01T19:50:56.000Z,,6415864.22622214,1826637.43394397
-118.476442055440458,34.015740967229469,143649398,HSIP Freedom PropaneLocations,3917,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Pico Boulevard Ultramar,1348 W Pico Blvd,,Santa Monica,CA,,,,,,,48960,,90405,http://egis3.lacounty.gov/lms/?p=48960,publish,34.015741,-118.476442,2010-11-01T19:50:56.000Z,,6417287.83689196,1828451.0028234
-118.36104305662667,34.152175966375431,143649399,HSIP Freedom PropaneLocations,3918,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Good Service Mobil,10570 Riverside Dr,,Toluca Lake,CA,,,,,,,48961,,91602,http://egis3.lacounty.gov/lms/?p=48961,publish,34.152176,-118.361043,2010-11-01T19:50:56.000Z,,6452436.87847039,1877956.29226406
-118.369334055885759,34.150339966441592,143649400,HSIP Freedom PropaneLocations,3919,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Moorpark Chevron,10960 Moorpark St,,North Hollywood,CA,,,,,,,48962,,91602,http://egis3.lacounty.gov/lms/?p=48962,publish,34.15034,-118.369334,2010-11-01T19:50:56.000Z,,6449925.99536881,1877297.25618055
-118.238059056009732,33.900754967130176,143649401,HSIP Freedom PropaneLocations,3920,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Mid City Hardware,701 N Wilmington Ave,,Compton,CA,,,,,,,48963,,90220,http://egis3.lacounty.gov/lms/?p=48963,publish,33.900755,-118.238059,2010-11-01T19:50:56.000Z,,6489428.87010305,1786348.47810473
-118.266310055946761,33.862191967281277,143649402,HSIP Freedom PropaneLocations,3921,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Arco Store Number 9657,18523 S Avalon,,Carson,CA,,,,,,,48964,,90746,http://egis3.lacounty.gov/lms/?p=48964,publish,33.862192,-118.26631,2010-11-01T19:50:56.000Z,,6480818.65044689,1772336.03270447
-118.263358056470665,33.843971967642695,143649403,HSIP Freedom PropaneLocations,3922,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Sears Retail Store Number 1568,20700 S Avalon Blvd,Ste 1,Carson,CA,,,,,,,48965,,90746,http://egis3.lacounty.gov/lms/?p=48965,publish,33.843972,-118.263358,2010-11-01T19:50:56.000Z,,6481697.50269181,1765702.97871339
-118.202404056102353,33.86489796706168,143649404,HSIP Freedom PropaneLocations,3923,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Mini Truck Stop,101 W Victoria,,Carson,CA,,,,,,,48966,,90805,http://egis3.lacounty.gov/lms/?p=48966,publish,33.864898,-118.202404,2010-11-01T19:50:56.000Z,,6500222.45645547,1773275.57610098
-118.151022056065855,33.88931296682307,143649405,HSIP Freedom PropaneLocations,3924,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Rockview Dairy,8509 E Alondra Blvd,,Paramount,CA,,,,,,,48967,,90723,http://egis3.lacounty.gov/lms/?p=48967,publish,33.889313,-118.151022,2010-11-01T19:50:56.000Z,,6515834.86486314,1782133.35234864
-118.185636056365738,33.889019967044902,143649406,HSIP Freedom PropaneLocations,3925,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 1037 W,6400 Alondra Blvd,,Paramount,CA,,,,,,,48968,,90723,http://egis3.lacounty.gov/lms/?p=48968,publish,33.88902,-118.185636,2010-11-01T19:50:56.000Z,,6505329.26317097,1782044.31512514
-118.127089056045136,33.937039967208548,143649407,HSIP Freedom PropaneLocations,3926,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Ralph'S Store Number 295,8626 Firestone Blvd,,Downey,CA,,,,,,,48969,,90241,http://egis3.lacounty.gov/lms/?p=48969,publish,33.93704,-118.127089,2010-11-01T19:50:56.000Z,,6523120.53172222,1799492.24118723
-118.122419056943045,33.936921967556465,143649408,HSIP Freedom PropaneLocations,3927,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Sears Retail Store Number 1309,500 Stonewood St,,Downey,CA,,,,,,,48970,,90241,http://egis3.lacounty.gov/lms/?p=48970,publish,33.936922,-118.122419,2010-11-01T19:50:56.000Z,,6524537.02560839,1799447.54048923
-118.153326055998747,33.947501967035308,143649409,HSIP Freedom PropaneLocations,3928,Transportation,Alternative Fuel,Propane Stations,National Transportation Atlas Database (NTAD) 2009,Home Depot Store Number 6627 W,7121 Firestone Blvd,,Downey,CA,,,,,,,48971,,90241,http://egis3.lacounty.gov/lms/?p=48971,publish,33.947502,-118.153326,2010-11-01T19:50:56.000Z,,6515167.89769314,1803310.68958706
